Drug,MolWt,ExactMolWt,MolLogP,TPSA,MolMR,FractionCSP3,qed,HeavyAtomCount,NumHDonors,NumHAcceptors,NumRotatableBonds,RingCount,NumAromaticRings,FormalCharge,NumHeteroatoms,LabuteASA,MaxAbsPartialCharge,MinAbsPartialCharge,MaxEStateIndex,MinEStateIndex,NumAromaticAtoms,FractionAromaticAtoms,NumPositiveCharges,NumNegativeCharges,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumAliphaticHeterocycles,NumSaturatedHeterocycles,NumAmideBonds,BertzCT,BalabanJ,Ipc,HallKierAlpha,Kappa1,Kappa2,Kappa3,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters
O=NN(CC1(O)CCC(O)C(O)C1O)C(Cc1ccccc1)C(=O)O,354.36,354.14,-0.73,150.89,86.28,0.5625,0.3176,25,5,7,7,2,1,0,9,143.63,0.48,0.328,11.574,-1.961,6,0.24,0,0,1,1,0,0,0,0,0,599.406,2.178,289914.923,-2.07,19.257,7.874,4.315,5,5
O=NN(CCCl)C(=O)NC1CCCCC1,233.7,233.09,2.25,61.77,58.63,0.8889,0.46,15,1,3,4,1,0,0,6,94.09,0.34,0.334,11.495,-0.433,0,0.0,0,0,1,1,0,0,0,0,2,219.403,2.342,2621.285,-0.84,12.231,6.608,4.033,0,0
O=NN(CCCl)C(=O)NCCCl,214.05,213.01,1.16,61.77,47.34,0.8,0.4236,12,1,3,5,0,0,0,7,79.94,0.34,0.335,10.927,-0.578,0,0.0,0,0,0,0,0,0,0,0,2,155.629,3.766,417.528,-0.55,11.45,7.118,4.353,0,0
O=NN(CCCl)C(=O)NCCO,195.61,195.04,-0.09,82.0,43.71,0.8,0.3655,12,2,4,5,0,0,0,7,74.43,0.395,0.34,10.874,-0.653,0,0.0,0,0,0,0,0,0,0,0,2,154.874,3.766,417.528,-0.88,11.12,6.807,4.094,0,0
O=NN(CCO)CC(=O)O,148.12,148.05,-0.95,90.2,32.09,0.75,0.3871,10,2,4,5,0,0,0,6,57.01,0.48,0.325,9.921,-1.145,0,0.0,0,0,0,0,0,0,0,0,0,126.426,3.593,130.276,-1.17,8.83,4.685,3.786,0,0
O=NN(CCO)CCCCO,162.19,162.1,-0.27,73.13,40.77,1.0,0.307,11,2,4,7,0,0,0,5,65.58,0.396,0.062,9.991,-0.065,0,0.0,0,0,0,0,0,0,0,0,0,99.828,3.276,272.499,-0.68,10.32,7.427,5.749,0,0
O=NN(CCO)CCO,134.14,134.07,-1.05,73.13,31.54,1.0,0.3716,9,2,4,5,0,0,0,5,52.85,0.394,0.062,9.739,-0.119,0,0.0,0,0,0,0,0,0,0,0,0,72.213,3.285,95.796,-0.68,8.32,5.457,3.866,0,0
O=NN(CCc1c[nH]c2ccccc12)C1OCC(O)C(O)C1O,321.33,321.13,0.13,118.38,82.26,0.4667,0.4592,23,4,6,5,3,2,0,8,131.79,0.388,0.177,11.094,-1.403,9,0.3913,0,0,1,1,2,1,1,1,0,675.931,1.69,244832.128,-2.0,15.879,6.63,3.062,4,4
O=NN(Cc1ccccc1)Cc1ccccc1,226.28,226.11,3.37,32.67,67.93,0.1429,0.5781,17,0,2,5,2,2,0,3,100.64,0.252,0.065,10.79,0.541,12,0.7059,0,0,0,0,0,0,0,0,0,414.663,2.006,11030.043,-2.16,11.329,5.797,3.414,0,0
O=NN(O)c1ccccc1,138.13,138.04,1.56,52.9,36.5,0.0,0.498,10,1,3,2,1,1,0,4,57.6,0.265,0.093,9.731,0.278,6,0.6,0,0,0,0,0,0,0,0,0,212.248,2.842,237.587,-1.42,6.697,2.932,1.295,0,0
O=NN(c1ccc(C(=O)O)cc1)C1OCC(O)C(O)C1O,298.25,298.08,-0.69,139.89,69.44,0.4167,0.4228,21,4,7,4,2,1,0,9,118.49,0.478,0.335,10.982,-1.55,6,0.2857,0,0,1,1,1,0,1,1,0,520.842,2.227,48490.534,-2.07,15.321,6.14,3.002,4,4
O=NN(c1ccc([N+](=O)[O-])cc1)C1OC(CO)C(O)C1O,299.24,299.08,-0.48,145.73,69.13,0.4545,0.3752,21,3,8,5,2,1,0,10,117.82,0.394,0.269,10.965,-1.463,6,0.2857,1,1,1,1,1,0,1,1,0,523.053,2.234,56963.688,-2.14,15.253,6.095,2.828,4,4
O=NN(c1ccc([N+](=O)[O-])cc1)C1OCC(O)C(O)C1O,299.24,299.08,-0.48,145.73,69.13,0.4545,0.3837,21,3,8,4,2,1,0,10,117.82,0.388,0.269,10.964,-1.568,6,0.2857,1,1,1,1,1,0,1,1,0,523.053,2.227,48490.534,-2.14,15.253,6.095,2.975,4,4
O=NN(c1ccc([N+](=O)[O-])cc1)[C@@H]1OC[C@H](O)[C@@H](O)[C@H]1O,299.24,299.08,-0.48,145.73,69.13,0.4545,0.3837,21,3,8,4,2,1,0,10,117.82,0.388,0.269,10.964,-1.568,6,0.2857,1,1,1,1,1,0,1,1,0,523.053,2.227,48490.534,-2.14,15.253,6.095,2.975,4,0
O=NN(c1ccc([N+](=O)[O-])cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,299.24,299.08,-0.48,145.73,69.13,0.4545,0.3752,21,3,8,5,2,1,0,10,117.82,0.394,0.269,10.965,-1.463,6,0.2857,1,1,1,1,1,0,1,1,0,523.053,2.234,56963.688,-2.14,15.253,6.095,2.828,4,0
O=NN(c1ccccc1)c1ccccc1,198.22,198.08,3.51,32.67,60.82,0.0,0.5581,15,0,2,3,2,2,0,3,87.91,0.197,0.068,10.782,0.763,12,0.8,0,0,0,0,0,0,0,0,0,388.39,2.378,4283.695,-2.16,9.397,4.371,2.017,0,0
O=NN1C(C(=O)O)CSC1C(O)C(O)C(O)C(O)CO,312.3,312.06,-3.07,171.12,66.42,0.8889,0.2649,20,6,9,7,1,0,0,11,117.13,0.48,0.329,10.877,-1.883,0,0.0,0,0,1,1,1,0,1,1,0,358.839,2.783,25059.067,-0.98,17.073,7.15,3.367,6,6
O=NN1CC(=O)NC1=O,129.07,129.02,-0.78,78.84,26.04,0.3333,0.3722,9,1,4,1,1,0,0,6,49.76,0.347,0.275,10.316,-0.755,0,0.0,0,0,1,1,1,0,1,1,3,177.142,2.68,128.013,-1.46,5.673,1.807,0.857,0,0
O=NN1CC(Cl)C(Cl)C1,169.01,167.99,1.2,32.67,36.65,1.0,0.4359,9,0,2,1,1,0,0,5,62.86,0.258,0.071,9.857,-0.135,0,0.0,0,0,1,1,1,0,1,1,0,111.135,2.433,132.153,-0.02,7.091,2.709,1.46,2,2
O=NN1CC=CCC1,112.13,112.06,0.93,32.67,31.12,0.6,0.3731,8,0,2,1,1,0,0,3,47.93,0.257,0.057,9.802,0.684,0,0.0,0,0,1,0,1,0,1,0,0,110.996,2.371,91.368,-0.86,5.28,2.448,1.055,0,0
O=NN1CCC(=O)CC1,128.13,128.06,0.33,49.74,31.61,0.8,0.478,9,0,3,1,1,0,0,4,52.78,0.3,0.136,10.554,0.231,0,0.0,0,0,1,1,1,0,1,1,0,124.92,2.337,129.225,-0.93,6.194,2.569,1.483,0,0
O=NN1CCC(=O)NC1=O,143.1,143.03,-0.39,78.84,30.66,0.5,0.5074,10,1,4,1,1,0,0,6,56.13,0.347,0.276,10.536,-0.744,0,0.0,0,0,1,1,1,0,1,1,3,190.187,2.592,182.238,-1.46,6.657,2.422,1.095,0,0
O=NN1CCC(Br)C(Br)C1,271.94,269.9,1.9,32.67,47.42,1.0,0.5391,10,0,2,1,1,0,0,5,76.35,0.26,0.053,10.052,0.346,0,0.0,0,0,1,1,1,0,1,1,0,132.816,2.399,192.956,0.36,8.457,3.665,1.919,2,2
O=NN1CCC(Cl)CC1,148.59,148.04,1.37,32.67,36.24,1.0,0.4158,9,0,2,1,1,0,0,4,58.92,0.261,0.052,9.899,0.253,0,0.0,0,0,1,1,1,0,1,1,0,101.131,2.255,129.225,-0.31,6.805,3.012,1.822,0,0
O=NN1CCC(O)C1,116.12,116.06,-0.27,52.9,27.99,1.0,0.4798,8,1,3,1,1,0,0,4,47.05,0.391,0.075,9.717,-0.34,0,0.0,0,0,1,1,1,0,1,1,0,96.039,2.317,92.217,-0.64,5.496,2.086,0.949,1,1
O=NN1CCC(O)CC1,130.15,130.07,0.12,52.9,32.61,1.0,0.5129,9,1,3,1,1,0,0,4,53.41,0.393,0.057,9.861,-0.219,0,0.0,0,0,1,1,1,0,1,1,0,99.131,2.255,129.225,-0.64,6.48,2.774,1.639,0,0
O=NN1CCC(c2ccccc2)CC1,190.25,190.11,2.55,32.67,55.79,0.4545,0.6712,14,0,2,2,2,1,0,3,83.67,0.261,0.052,10.279,0.606,6,0.4286,0,0,1,1,1,0,1,1,0,291.416,1.989,2580.414,-1.38,9.186,4.221,1.921,0,0
O=NN1CCC=C(C(=O)O)C1,156.14,156.05,0.38,69.97,37.7,0.5,0.5867,11,1,3,2,1,0,0,5,63.25,0.478,0.333,10.377,-0.974,0,0.0,0,0,1,0,1,0,1,0,0,211.873,2.621,333.43,-1.39,7.714,3.136,1.762,0,0
O=NN1CCCC(Cl)C1,148.59,148.04,1.37,32.67,36.24,1.0,0.4158,9,0,2,1,1,0,0,4,58.92,0.259,0.056,9.923,0.122,0,0.0,0,0,1,1,1,0,1,1,0,109.131,2.311,126.054,-0.31,6.805,3.012,1.822,1,1
O=NN1CCCC(O)C1,130.15,130.07,0.12,52.9,32.61,1.0,0.5129,9,1,3,1,1,0,0,4,53.41,0.391,0.073,9.87,-0.351,0,0.0,0,0,1,1,1,0,1,1,0,107.131,2.311,126.054,-0.64,6.48,2.774,1.639,1,1
O=NN1CCCC1,100.12,100.06,0.76,32.67,26.6,1.0,0.4556,7,0,2,1,1,0,0,3,42.25,0.261,0.052,9.683,0.865,0,0.0,0,0,1,1,1,0,1,1,0,68.09,2.262,66.313,-0.6,4.556,1.909,0.885,0,0
O=NN1CCCC1c1cccnc1,177.21,177.09,1.9,45.56,48.71,0.4444,0.6479,13,0,3,2,2,1,0,4,76.53,0.264,0.077,10.446,0.145,6,0.4615,0,0,1,1,2,1,1,1,0,288.171,2.208,1929.965,-1.45,8.162,3.513,1.517,1,1
O=NN1CCCCC1,114.15,114.08,1.15,32.67,31.22,1.0,0.4789,8,0,2,1,1,0,0,3,48.62,0.261,0.052,9.836,0.865,0,0.0,0,0,1,1,1,0,1,1,0,78.498,2.217,91.368,-0.6,5.535,2.645,1.183,0,0
O=NN1CCCCCC1,128.18,128.09,1.54,32.67,35.84,1.0,0.5017,9,0,2,1,1,0,0,3,54.98,0.261,0.052,9.989,0.865,0,0.0,0,0,1,1,1,0,1,1,0,87.059,2.259,160.039,-0.6,6.519,3.43,1.995,0,0
O=NN1CCCCCCC1,142.2,142.11,1.93,32.67,40.45,1.0,0.5239,10,0,2,1,1,0,0,3,61.35,0.261,0.052,10.101,0.865,0,0.0,0,0,1,1,1,0,1,1,0,97.779,2.222,207.465,-0.6,7.506,4.253,2.332,0,0
O=NN1CCCCCCCCCCCC1,212.34,212.19,3.88,32.67,63.54,1.0,0.6177,15,0,2,1,1,0,0,3,93.17,0.261,0.052,10.521,0.865,0,0.0,0,0,1,1,1,0,1,1,0,147.701,2.202,2925.557,-0.6,12.469,8.688,6.475,0,0
O=NN1CCCN(N=O)CC1,158.16,158.08,0.36,65.34,39.35,1.0,0.5439,11,0,4,2,1,0,0,6,64.04,0.259,0.059,10.056,0.495,0,0.0,0,0,1,1,1,0,1,1,0,135.418,2.377,414.715,-1.2,7.902,3.845,2.137,0,0
O=NN1CCCNC1=O,129.12,129.05,0.08,61.77,30.52,0.75,0.5095,9,1,3,1,1,0,0,5,51.96,0.34,0.336,10.546,-0.392,0,0.0,0,0,1,1,1,0,1,1,2,135.774,2.481,130.651,-1.13,5.997,2.43,1.156,0,0
O=NN1CCC[C@@H]1c1cccnc1,177.21,177.09,1.9,45.56,48.71,0.4444,0.6479,13,0,3,2,2,1,0,4,76.53,0.264,0.077,10.446,0.145,6,0.4615,0,0,1,1,2,1,1,1,0,288.171,2.208,1929.965,-1.45,8.162,3.513,1.517,1,0
O=NN1CCC[C@H](Cl)C1,148.59,148.04,1.37,32.67,36.24,1.0,0.4158,9,0,2,1,1,0,0,4,58.92,0.259,0.056,9.923,0.122,0,0.0,0,0,1,1,1,0,1,1,0,109.131,2.311,126.054,-0.31,6.805,3.012,1.822,1,0
O=NN1CCC[C@H](O)C1,130.15,130.07,0.12,52.9,32.61,1.0,0.5129,9,1,3,1,1,0,0,4,53.41,0.391,0.073,9.87,-0.351,0,0.0,0,0,1,1,1,0,1,1,0,107.131,2.311,126.054,-0.64,6.48,2.774,1.639,1,0
O=NN1CCN(N=O)CC1,144.13,144.06,-0.03,65.34,34.74,1.0,0.5101,10,0,4,2,1,0,0,6,57.68,0.257,0.059,9.904,0.495,0,0.0,0,0,1,1,1,0,1,1,0,115.219,2.297,237.587,-1.2,6.914,3.092,1.396,0,0
O=NN1CCNC1=O,115.09,115.04,-0.31,61.77,25.9,0.6667,0.4764,8,1,3,1,1,0,0,5,45.6,0.34,0.335,10.326,-0.403,0,0.0,0,0,1,1,1,0,1,1,2,123.697,2.537,94.137,-1.13,5.016,1.769,0.617,0,0
O=NN1CCNCC1,115.14,115.07,-0.43,44.7,30.24,1.0,0.4716,8,1,3,1,1,0,0,4,47.8,0.313,0.052,9.808,0.753,0,0.0,0,0,1,1,1,0,1,1,0,79.353,2.217,91.368,-0.64,5.496,2.614,1.163,0,0
O=NN1CCOC(O)C1,132.12,132.05,-0.68,62.13,29.33,1.0,0.4799,9,1,4,1,1,0,0,5,52.16,0.366,0.174,9.815,-0.851,0,0.0,0,0,1,1,1,0,1,1,0,107.986,2.311,126.054,-0.68,6.44,2.745,1.617,1,1
O=NN1CCOCC1,116.12,116.06,0.0,41.9,28.19,1.0,0.4527,8,0,3,1,1,0,0,4,47.37,0.378,0.066,9.78,0.631,0,0.0,0,0,1,1,1,0,1,1,0,80.107,2.217,91.368,-0.64,5.496,2.614,1.163,0,0
O=NN1CCSC1,118.16,118.02,0.67,32.67,29.83,1.0,0.4744,7,0,3,1,1,0,0,4,46.01,0.25,0.085,9.67,0.781,0,0.0,0,0,1,1,1,0,1,1,0,71.335,2.262,66.313,-0.25,4.898,2.16,1.056,0,0
O=NN1CCSC1C(O)C(O)C(O)C(O)CO,268.29,268.07,-2.52,133.82,59.86,1.0,0.3332,17,5,8,6,1,0,0,9,101.81,0.394,0.124,10.422,-1.69,0,0.0,0,0,1,1,1,0,1,1,0,258.17,2.615,7198.373,-0.45,14.61,6.474,3.27,5,5
O=NN1CCSC1C(O)C(O)C(O)CO,238.27,238.06,-1.88,113.59,53.85,1.0,0.4143,15,4,7,5,1,0,0,8,90.65,0.394,0.124,10.342,-1.491,0,0.0,0,0,1,1,1,0,1,1,0,219.557,2.579,2883.35,-0.41,12.659,5.613,2.788,4,4
O=NN1CCSC1CO,148.19,148.03,0.04,52.9,35.83,1.0,0.5614,9,1,4,2,1,0,0,5,57.17,0.393,0.119,9.928,-0.095,0,0.0,0,0,1,1,1,0,1,1,0,110.741,2.406,174.788,-0.29,6.825,3.026,1.337,1,1
O=NN1CCSCC1,132.19,132.04,0.72,32.67,34.69,1.0,0.4926,8,0,3,1,1,0,0,4,52.38,0.259,0.052,9.827,0.828,0,0.0,0,0,1,1,1,0,1,1,0,82.107,2.217,91.368,-0.25,5.879,2.915,1.365,0,0
O=NN1CCS[C@@H]1[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,268.29,268.07,-2.52,133.82,59.86,1.0,0.3332,17,5,8,6,1,0,0,9,101.81,0.394,0.124,10.422,-1.69,0,0.0,0,0,1,1,1,0,1,1,0,258.17,2.615,7198.373,-0.45,14.61,6.474,3.27,5,0
O=NN1CCS[C@H]1CO,148.19,148.03,0.04,52.9,35.83,1.0,0.5614,9,1,4,2,1,0,0,5,57.17,0.393,0.119,9.928,-0.095,0,0.0,0,0,1,1,1,0,1,1,0,110.741,2.406,174.788,-0.29,6.825,3.026,1.337,1,0
O=NN1CC[C@@H](O)C1,116.12,116.06,-0.27,52.9,27.99,1.0,0.4798,8,1,3,1,1,0,0,4,47.05,0.391,0.075,9.717,-0.34,0,0.0,0,0,1,1,1,0,1,1,0,96.039,2.317,92.217,-0.64,5.496,2.086,0.949,1,0
O=NN1CC[C@H](Br)[C@@H](Br)C1,271.94,269.9,1.9,32.67,47.42,1.0,0.5391,10,0,2,1,1,0,0,5,76.35,0.26,0.053,10.052,0.346,0,0.0,0,0,1,1,1,0,1,1,0,132.816,2.399,192.956,0.36,8.457,3.665,1.919,2,0
O=NN1CN2CN(C1)CN(N=O)C2,186.17,186.09,-0.63,71.82,43.28,1.0,0.5346,13,0,6,2,2,0,0,8,74.56,0.252,0.095,10.266,0.464,0,0.0,0,0,2,2,2,0,2,2,0,189.07,2.005,1222.971,-1.28,8.324,3.226,1.579,0,0
O=NN1CSCC1C(=O)O,162.17,162.01,0.13,69.97,36.38,0.75,0.5841,10,1,4,2,1,0,0,6,61.33,0.48,0.329,10.317,-0.982,0,0.0,0,0,1,1,1,0,1,1,0,162.582,2.577,246.904,-0.78,7.328,2.869,1.206,1,1
O=NN1C[C@@H](Cl)[C@H](Cl)C1,169.01,167.99,1.2,32.67,36.65,1.0,0.4359,9,0,2,1,1,0,0,5,62.86,0.258,0.071,9.857,-0.135,0,0.0,0,0,1,1,1,0,1,1,0,111.135,2.433,132.153,-0.02,7.091,2.709,1.46,2,0
O=NSCCO,107.13,107.0,0.39,49.66,25.34,1.0,0.3223,6,1,4,3,0,0,0,4,39.85,0.395,0.054,9.166,0.024,0,0.0,0,0,0,0,0,0,0,0,0,40.529,2.488,20.986,-0.09,5.91,4.91,3.91,0,0
O=Nc1[nH]cnc1-c1ccccc1,173.18,173.06,2.47,58.11,49.48,0.0,0.7089,13,1,3,2,2,2,0,4,74.61,0.326,0.202,10.34,0.27,11,0.8462,0,0,0,0,1,1,0,0,0,407.808,2.523,1929.965,-1.97,7.667,3.183,1.333,0,0
O=Nc1c(-c2ccc(Cl)cc2)nc2sccn12,263.71,262.99,4.11,46.73,68.97,0.0,0.6532,17,0,5,2,3,3,0,6,105.46,0.272,0.21,10.908,0.323,14,0.8235,0,0,0,0,2,2,0,0,0,686.38,2.252,15621.183,-1.72,10.435,3.941,1.636,0,0
O=Nc1c(-c2ccc([N+](=O)[O-])cc2)nc2sccn12,274.26,274.02,3.37,89.87,70.61,0.0,0.4157,19,0,7,3,3,3,0,8,109.81,0.272,0.269,10.934,-0.478,14,0.7368,1,1,0,0,2,2,0,0,0,774.944,2.149,38882.784,-2.61,11.479,4.248,1.778,0,0
O=Nc1c(O)ccc2ccccc12,173.17,173.05,2.94,49.66,51.07,0.0,0.6737,13,1,3,1,2,2,0,3,74.6,0.506,0.157,10.431,-0.075,10,0.7692,0,0,0,0,0,0,0,0,0,465.431,2.912,1310.559,-1.9,7.734,2.86,1.141,0,0
O=Nc1c2ccccc2c2ccc3cccc4ccc1c2c43,281.31,281.08,6.14,29.43,93.11,0.0,0.2061,22,0,2,1,5,5,0,2,125.83,0.145,0.123,11.517,0.543,20,0.9091,0,0,0,0,0,0,0,0,0,1174.448,2.255,271798.108,-3.0,11.637,4.014,1.294,0,0
O=Nc1cc2c(cc1O)OCO2,167.12,167.02,1.52,68.12,39.68,0.1429,0.6435,12,1,5,1,2,1,0,5,67.51,0.505,0.231,10.121,-0.2,6,0.5,0,0,1,0,1,0,1,0,0,336.423,2.563,936.875,-1.78,6.901,2.368,0.868,0,0
O=Nc1cc2c3ccccc3ccc2c2ccccc12,257.29,257.08,5.54,29.43,84.42,0.0,0.3247,20,0,2,1,4,4,0,2,115.17,0.145,0.116,11.15,0.504,18,0.9,0,0,0,0,0,0,0,0,0,972.694,2.335,80750.34,-2.74,11.117,4.135,1.45,0,0
O=Nc1ccc(-c2ccccc2)cc1,183.21,183.07,3.75,29.43,57.33,0.0,0.6517,14,0,2,2,2,2,0,2,82.18,0.145,0.108,10.204,0.463,12,0.8571,0,0,0,0,0,0,0,0,0,419.835,2.388,2580.414,-1.96,8.63,3.833,1.689,0,0
O=Nc1ccc(NO)cc1,138.13,138.04,1.89,61.69,37.31,0.0,0.4841,10,2,4,2,1,1,0,4,57.42,0.291,0.108,9.873,0.346,6,0.6,0,0,0,0,0,0,0,0,0,219.694,2.895,237.587,-1.42,6.697,2.932,1.295,0,0
O=Nc1ccc(Nc2ccccc2)cc1,198.23,198.08,3.83,41.46,61.62,0.0,0.7613,15,1,3,3,2,2,0,3,87.73,0.356,0.108,10.206,0.439,12,0.8,0,0,0,0,0,0,0,0,0,436.939,2.146,4035.301,-2.16,9.397,4.371,2.403,0,0
O=Nc1ccc(O)cc1,123.11,123.03,1.79,49.66,33.56,0.0,0.5785,9,1,3,1,1,1,0,3,51.92,0.508,0.115,9.786,0.141,6,0.6667,0,0,0,0,0,0,0,0,0,204.803,3.01,129.225,-1.38,5.751,2.259,1.253,0,0
O=Nc1ccc(Oc2ccccc2)cc1,199.21,199.06,3.88,38.66,58.41,0.0,0.7034,15,0,3,3,2,2,0,3,87.3,0.457,0.127,10.185,0.399,12,0.8,0,0,0,0,0,0,0,0,0,436.939,2.146,4035.301,-2.16,9.397,4.371,2.403,0,0
O=Nc1ccc(Sc2ccccc2)cc1,215.28,215.04,4.24,29.43,62.46,0.0,0.7166,15,0,3,3,2,2,0,3,92.31,0.145,0.108,10.219,0.465,12,0.8,0,0,0,0,0,0,0,0,0,438.939,2.146,4035.301,-1.61,9.927,4.753,2.668,0,0
O=Nc1ccc2c(c1)Cc1ccccc1-2,195.22,195.07,3.66,29.43,60.14,0.0769,0.5447,15,0,2,1,3,2,0,2,87.54,0.145,0.108,10.429,0.515,12,0.8,0,0,1,0,0,0,0,0,0,545.982,2.221,5974.336,-1.96,8.357,3.021,1.182,0,0
O=Nc1ccc2ccc3c([N+](=O)[O-])ccc4ccc1c2c43,276.25,276.05,4.89,72.57,82.26,0.0,0.2263,21,0,4,2,4,4,0,5,117.8,0.277,0.258,11.207,-0.384,16,0.7619,1,1,0,0,0,0,0,0,0,1039.911,2.357,102888.441,-3.08,11.722,3.957,1.453,0,0
O=Nc1ccc2ccc3c4c(cc5ccc1c2c53)CCCC4,285.35,285.12,5.86,29.43,92.24,0.2,0.3179,22,0,2,1,5,4,0,2,127.6,0.145,0.115,11.135,0.541,16,0.7273,0,0,1,0,0,0,0,0,0,1048.066,2.07,266375.536,-2.48,12.103,4.262,1.445,0,0
O=Nc1ccc2ccc3c4ccccc4cc4ccc1c2c43,281.31,281.08,6.14,29.43,93.11,0.0,0.2061,22,0,2,1,5,5,0,2,125.83,0.145,0.115,11.115,0.509,20,0.9091,0,0,0,0,0,0,0,0,0,1190.198,2.181,266375.536,-3.0,11.637,4.014,1.339,0,0
O=Nc1ccc2ccc3cc4ccccc4c4ccc1c2c34,281.31,281.08,6.14,29.43,93.11,0.0,0.2061,22,0,2,1,5,5,0,2,125.83,0.145,0.115,11.115,0.509,20,0.9091,0,0,0,0,0,0,0,0,0,1190.198,2.182,266539.6,-3.0,11.637,4.014,1.339,0,0
O=Nc1ccc2ccc3ccc([N+](=O)[O-])c4ccc1c2c34,276.25,276.05,4.89,72.57,82.26,0.0,0.2263,21,0,4,2,4,4,0,5,117.8,0.277,0.258,11.207,-0.384,16,0.7619,1,1,0,0,0,0,0,0,0,1039.911,2.359,102904.681,-3.08,11.722,3.957,1.453,0,0
O=Nc1ccc2ccc3cccc4ccc1c2c34,231.25,231.07,4.98,29.43,75.6,0.0,0.3352,18,0,2,1,4,4,0,2,103.15,0.145,0.115,10.903,0.515,16,0.8889,0,0,0,0,0,0,0,0,0,879.539,2.435,28905.375,-2.48,9.54,3.263,1.069,0,0
O=Nc1ccc2ccccc2c1,157.17,157.05,3.24,29.43,49.4,0.0,0.5841,12,0,2,1,2,2,0,2,69.81,0.145,0.108,10.2,0.48,10,0.8333,0,0,0,0,0,0,0,0,0,422.863,2.751,887.409,-1.7,6.977,2.737,1.073,0,0
O=Nc1cccc(-c2ccccc2)c1,183.21,183.07,3.75,29.43,57.33,0.0,0.6517,14,0,2,2,2,2,0,2,82.18,0.145,0.108,10.34,0.464,12,0.8571,0,0,0,0,0,0,0,0,0,437.085,2.469,2560.898,-1.96,8.63,3.833,1.689,0,0
O=Nc1ccccc1-c1ccccc1,183.21,183.07,3.75,29.43,57.33,0.0,0.6517,14,0,2,2,2,2,0,2,82.18,0.145,0.115,10.551,0.485,12,0.8571,0,0,0,0,0,0,0,0,0,437.085,2.566,2595.035,-1.96,8.63,3.833,1.546,0,0
O=Nn1cc(CC(O)C(=O)O)c2ccccc21,234.21,234.06,1.16,91.89,60.48,0.1818,0.7762,17,2,5,4,2,2,0,6,96.04,0.479,0.332,10.588,-1.485,9,0.5294,0,0,0,0,1,1,0,0,0,575.855,2.471,9289.653,-2.21,11.281,4.343,2.022,1,1
O=Nn1cc(CCO)c2ccccc21,190.2,190.07,1.71,54.59,53.92,0.2,0.7488,14,1,4,3,2,2,0,4,80.72,0.396,0.075,10.489,0.076,9,0.6429,0,0,0,0,1,1,0,0,0,462.09,2.664,2656.619,-1.68,8.898,3.592,1.294,0,0
O=Nn1cnc(CC(=O)NO)c1,170.13,170.04,-0.54,96.58,37.05,0.2,0.3614,12,2,6,3,1,1,0,7,66.92,0.289,0.249,10.56,-0.592,5,0.4167,0,0,0,0,1,1,0,0,1,294.638,2.634,697.742,-1.76,8.338,3.579,1.86,0,0
O=P(O)(NCCCO)N(CCCl)CCCl,279.1,278.04,0.84,72.8,62.54,1.0,0.3312,15,3,2,9,0,0,0,8,99.92,0.396,0.34,11.74,-3.562,0,0.0,0,0,0,0,0,0,0,0,0,202.674,4.15,1481.625,0.65,15.65,8.762,6.74,1,1
O=P(O)(O)OCC(O)CO,172.07,172.01,-1.55,107.22,31.09,1.0,0.3822,10,4,4,4,0,0,0,7,57.31,0.469,0.394,9.931,-4.504,0,0.0,0,0,0,0,0,0,0,0,0,128.955,3.455,99.593,0.03,10.03,4.023,6.155,1,1
O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,348.21,348.05,-1.74,180.28,70.91,0.5,0.3956,23,5,10,4,3,2,0,13,127.76,0.492,0.469,10.711,-4.735,9,0.3913,0,0,1,1,3,2,1,1,0,762.399,1.851,165343.29,-1.66,16.207,5.761,3.053,4,4
O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,581.77,577.68,5.58,86.99,97.01,0.0,0.4122,22,3,3,3,2,2,0,10,159.0,0.524,0.506,11.199,-4.766,12,0.5455,0,0,0,0,0,0,0,0,0,789.571,2.771,44265.468,0.11,18.449,6.925,4.345,0,0
O=P(O)(OCC(Br)CBr)OCC(Br)CBr,497.74,493.71,3.44,55.76,74.75,1.0,0.4124,15,1,3,8,0,0,0,9,122.61,0.472,0.302,11.293,-3.928,0,0.0,0,0,0,0,0,0,0,0,0,199.309,3.814,1333.785,2.03,17.03,9.026,9.706,2,2
O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,430.91,427.88,4.68,44.76,86.55,1.0,0.3328,20,0,4,12,0,0,0,11,148.37,0.475,0.281,12.579,-3.994,0,0.0,0,0,0,0,0,0,0,0,0,242.817,4.947,17123.832,1.85,21.85,12.294,8.474,0,0
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,697.61,691.58,5.62,44.76,104.99,1.0,0.1965,20,0,4,12,0,0,0,11,169.75,0.474,0.286,12.499,-3.573,0,0.0,0,0,0,0,0,0,0,0,0,254.817,4.448,16027.436,2.99,22.99,13.3,11.514,3,3
