Drug_ID,Drug,Y,task_label
TOX287,Cc1ccc(Cl)cc1N,0.0,SR-HSE
TOX286,Cc1ccc(N)cc1Cl,0.0,SR-HSE
TOX284,Nc1ccc(N)c(Cl)c1,0.0,SR-HSE
TOX283,Nc1ccc(Cl)cc1N,0.0,SR-HSE
TOX282,Nc1ccc(Cl)c(N)c1,0.0,SR-HSE
TOX280,O=[N+]([O-])c1ccccc1Cl,0.0,SR-HSE
TOX22198,CCCCNS(=O)(=O)c1ccc(C)cc1,0.0,SR-HSE
TOX7803,CCN(CCN)c1cccc(C)c1,0.0,SR-HSE
TOX7806,O=C([O-])CNc1ccccc1,0.0,SR-HSE
TOX3292,CNC(C)Cc1ccccc1OC,0.0,SR-HSE
TOX21828,COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,0.0,SR-HSE
TOX27662,Cc1ccc(C(C)NC(=O)[C@@H](NC(=O)OC(C)C)C(C)C)cc1,0.0,SR-HSE
TOX4128,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,0.0,SR-HSE
TOX27001,COC(Cc1ccccc1)OC,0.0,SR-HSE
TOX2978,CC[N+](C)(C)c1cccc(O)c1,0.0,SR-HSE
TOX5659,COC(=O)c1ccccc1O,0.0,SR-HSE
TOX25748,CCN(CC)CCNC(=O)c1ccc(NC(C)=O)cc1,0.0,SR-HSE
TOX25741,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,0.0,SR-HSE
TOX14250,CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,0.0,SR-HSE
TOX25521,O=C(NCC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(N(CCO)C(=O)CO)c1I,0.0,SR-HSE
TOX7390,O=S(=O)(O)c1ccccc1O,0.0,SR-HSE
TOX3730,N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.0,SR-HSE
TOX24435,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.0,SR-HSE
TOX24437,Nc1cc(N)cc(C(=O)O)c1,0.0,SR-HSE
TOX12365,N#Cc1c(Cl)cccc1Cl,0.0,SR-HSE
TOX143,O=C(O)c1ccccc1,0.0,SR-HSE
TOX148,ClC(Cl)(Cl)c1ccccc1,0.0,SR-HSE
TOX149,NNC(=O)c1ccccc1,0.0,SR-HSE
TOX828,COc1ccc(O)cc1,0.0,SR-HSE
TOX5896,C[C@@H](N)[C@@H](O)c1ccccc1,0.0,SR-HSE
TOX6811,Sc1ccccc1,1.0,SR-HSE
TOX26270,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.0,SR-HSE
TOX26275,NS(=O)(=O)c1ccc(NC(=O)CCC(=O)O)cc1,0.0,SR-HSE
TOX20720,Nc1cc(Cl)c(O)c(Cl)c1,0.0,SR-HSE
TOX20725,O=C(O)c1ccc([Hg]Cl)cc1,1.0,SR-HSE
TOX2086,NC(=O)c1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX1544,Oc1ccccc1Cl,0.0,SR-HSE
TOX27493,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,0.0,SR-HSE
TOX27497,CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,0.0,SR-HSE
TOX7259,N#Cc1cccc(C#N)c1,0.0,SR-HSE
TOX24607,CCC(C)OC(=O)c1ccc(O)cc1,0.0,SR-HSE
TOX24606,Cc1ccc(NC(=O)N(C)C)cc1NC(=O)N(C)C,0.0,SR-HSE
TOX24609,N#Cc1c(F)cccc1F,0.0,SR-HSE
TOX2014,COc1ccc(OC)cc1,0.0,SR-HSE
TOX6664,SCc1ccccc1,0.0,SR-HSE
TOX2420,NCCc1ccc(O)c(O)c1,0.0,SR-HSE
TOX26045,CC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,0.0,SR-HSE
TOX1236,Nc1ccc(NCCO)c([N+](=O)[O-])c1,0.0,SR-HSE
TOX27648,CC(=O)OCCCc1ccccc1,0.0,SR-HSE
TOX27649,COc1ccc(COC=O)cc1,0.0,SR-HSE
TOX27027,CC(C)CC(C)CC(C)CC(C)COC(=O)c1ccccc1C(=O)OCC(C)CC(C)CC(C)CC(C)C,0.0,SR-HSE
TOX2833,CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,0.0,SR-HSE
TOX25695,COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,0.0,SR-HSE
TOX6060,CC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0,SR-HSE
TOX1284,C=Cc1ccccc1,0.0,SR-HSE
TOX25899,CCCCCCOc1ccccc1C(N)=O,0.0,SR-HSE
TOX2480,CCc1cccc(O)c1,0.0,SR-HSE
TOX2489,O=C(O)/C=C/c1ccccc1,0.0,SR-HSE
TOX25492,CCc1cccc(CC)c1NC(=O)CN(CC(=O)O)CC(=O)O,0.0,SR-HSE
TOX21851,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.0,SR-HSE
TOX2220,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,1.0,SR-HSE
TOX22002,Nc1ccc(C(=O)OCC(O)CO)cc1,0.0,SR-HSE
TOX24414,Nc1cc(C(=O)O)ccc1Cl,0.0,SR-HSE
TOX3286,COc1ccccc1OCC(O)COC(N)=O,0.0,SR-HSE
TOX12309,CCCCOCCOC(=O)COc1ccc(Cl)cc1Cl,0.0,SR-HSE
TOX21188,C/C(=C\c1ccccc1)[N+](=O)[O-],1.0,SR-HSE
TOX21185,N#CCc1ccc(Cl)cc1Cl,0.0,SR-HSE
TOX24353,CCOC(=O)Cc1ccccc1,0.0,SR-HSE
TOX21547,Cc1cc(O)c(C(C)C)cc1Cl,0.0,SR-HSE
TOX5873,O=C(O)COc1ccccc1,0.0,SR-HSE
TOX26891,Cc1cc(C)c(NC(=O)CN(CC(=O)O)CC(=O)O)c(C)c1Br,0.0,SR-HSE
TOX17750,CC/C=C\CCOC(=O)c1ccccc1O,0.0,SR-HSE
TOX20707,CCCCCc1ccc(N)cc1,0.0,SR-HSE
TOX20702,Cc1ccc(Cl)cc1Cl,0.0,SR-HSE
TOX20703,CC(C)(C)c1ccc(C(=O)O)cc1,0.0,SR-HSE
TOX20700,CO[Si](OC)(OC)c1ccccc1,0.0,SR-HSE
TOX20708,CCCCCCc1ccc(N)cc1,0.0,SR-HSE
TOX1563,Oc1cc(O)c(Cl)cc1Cl,1.0,SR-HSE
TOX24620,COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1,0.0,SR-HSE
TOX28704,O=C(CCCCCCCCC#CI)Oc1ccccc1,0.0,SR-HSE
TOX28703,CCCCNc1ccc(C(=O)OCC[NH+](CC)CC)cc1,0.0,SR-HSE
TOX6232,CCCC(=O)c1cc(O)c(O)cc1O,1.0,SR-HSE
TOX20,CC(=O)Nc1ccc(CC(=O)O)cc1,0.0,SR-HSE
TOX716,Oc1ccc(O)cc1,0.0,SR-HSE
TOX5264,CCOCCOC(=O)C=Cc1ccc(OC)cc1,0.0,SR-HSE
TOX6640,CC(C)c1cccc(C(C)C)c1,0.0,SR-HSE
TOX6641,O=C(Cl)c1cccc(C(=O)Cl)c1,0.0,SR-HSE
TOX6647,O=C(O)c1ccc(O)cc1,0.0,SR-HSE
TOX6645,Cc1ccc(C(C)C)cc1,0.0,SR-HSE
TOX829,COC(C(=O)O)c1ccccc1,0.0,SR-HSE
TOX826,COc1cccc(O)c1O,1.0,SR-HSE
TOX2549,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0.0,SR-HSE
TOX4869,CC(C)(OO)c1ccccc1,1.0,SR-HSE
TOX26060,CCOc1ccc(C(=O)OCCN(CC)CC)cc1,0.0,SR-HSE
TOX26066,Nc1ccc(C(=O)[O-])c(O)c1,0.0,SR-HSE
TOX21756,CCNC(=O)C(C)OC(=O)Nc1ccccc1,0.0,SR-HSE
TOX2850,CC(C)(N)Cc1ccccc1Cl,0.0,SR-HSE
TOX5610,COC(=O)c1ccc(C=O)cc1,0.0,SR-HSE
TOX25702,CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,0.0,SR-HSE
TOX4699,CC(C)(C)OOC(=O)c1ccccc1,0.0,SR-HSE
TOX3516,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,0.0,SR-HSE
TOX4529,COc1cccc(N)c1,0.0,SR-HSE
TOX24470,CCC(=O)c1ccccc1,0.0,SR-HSE
TOX24473,O=S(=O)(O)c1ccc(Cl)cc1,0.0,SR-HSE
TOX12329,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,0.0,SR-HSE
TOX107,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,0.0,SR-HSE
TOX108,CC(=O)Oc1ccccc1C(=O)O,0.0,SR-HSE
TOX12581,CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl,1.0,SR-HSE
TOX4981,O=C(O)c1cc(Cl)cc(Cl)c1,0.0,SR-HSE
TOX4980,O=C(O)c1ccc(Cl)c(Cl)c1,0.0,SR-HSE
TOX5587,CC(C=O)=Cc1ccccc1,0.0,SR-HSE
TOX14981,CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1,1.0,SR-HSE
TOX4320,Clc1cc(Cl)c(Cl)cc1Cl,0.0,SR-HSE
TOX4065,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0.0,SR-HSE
TOX4066,O=[N+]([O-])c1ccccc1[N+](=O)[O-],0.0,SR-HSE
TOX4062,Cc1ccc(O)cc1C,0.0,SR-HSE
TOX4063,Cc1cccc(C)c1O,0.0,SR-HSE
TOX31534,CC(C)(C)c1ccc(C(=O)CCCCl)cc1,0.0,SR-HSE
TOX6,CC(=O)Nc1ccc(O)cc1,0.0,SR-HSE
TOX24868,CC(=O)Nc1ccc(C)cc1C,0.0,SR-HSE
TOX1002,CN(N=O)c1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX28763,CC(COc1ccccc1)NN,0.0,SR-HSE
TOX28769,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX9247,CC(C)(O)c1ccc(C(C)(C)O)cc1,0.0,SR-HSE
TOX5005,Oc1ccc(Cl)c(Cl)c1,0.0,SR-HSE
TOX5004,Oc1c(Cl)cccc1Cl,0.0,SR-HSE
TOX2051,Cc1ccccc1C=O,0.0,SR-HSE
TOX5006,Oc1cc(Cl)cc(Cl)c1,0.0,SR-HSE
TOX5001,Oc1cccc(Cl)c1Cl,0.0,SR-HSE
TOX2056,Clc1cccc(Cl)c1,0.0,SR-HSE
TOX5003,Oc1cc(Cl)ccc1Cl,0.0,SR-HSE
TOX4157,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],0.0,SR-HSE
TOX18756,O=Cc1ccc(F)cc1,0.0,SR-HSE
TOX732,CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.0,SR-HSE
TOX12464,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0.0,SR-HSE
TOX596,CCc1ccccc1,0.0,SR-HSE
TOX1839,NCc1ccccc1,0.0,SR-HSE
TOX1834,O=[N+]([O-])c1ccc(O)cc1,0.0,SR-HSE
TOX1835,CN(C)c1ccc(C=O)cc1,0.0,SR-HSE
TOX1831,Cc1cccc([N+](=O)[O-])c1,0.0,SR-HSE
TOX1832,Cc1ccc(N(C)C)cc1,0.0,SR-HSE
TOX26007,CNCc1ccccc1,0.0,SR-HSE
TOX27603,CC(C)CC(=O)OCc1ccccc1,0.0,SR-HSE
TOX27601,CC(C)(O)Cc1ccccc1,0.0,SR-HSE
TOX27606,CCC(=O)OC/C=C/c1ccccc1,0.0,SR-HSE
TOX27604,CCCC(=O)OCCc1ccccc1,0.0,SR-HSE
TOX27608,CC(C)C(=O)OCC=Cc1ccccc1,0.0,SR-HSE
TOX6022,Nc1ccc([As](=O)([O-])O)cc1,0.0,SR-HSE
TOX5639,Cc1cccc([N+](=O)[O-])c1C(=O)O,0.0,SR-HSE
TOX2912,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,0.0,SR-HSE
TOX5633,Cc1ccc(N)cc1[N+](=O)[O-],0.0,SR-HSE
TOX5637,Cc1c(C(=O)O)cccc1[N+](=O)[O-],1.0,SR-HSE
TOX22203,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-],0.0,SR-HSE
TOX14232,CC(Oc1cccc(Cl)c1)C(=O)O,0.0,SR-HSE
TOX24989,O=Cc1ccc(F)c(Br)c1,0.0,SR-HSE
TOX28958,O=C(O)c1ccccc1S,0.0,SR-HSE
TOX24981,O=P(O)(O)Oc1ccccc1,0.0,SR-HSE
TOX25851,CCC(=O)c1c(O)cc(O)cc1O,0.0,SR-HSE
TOX1790,O=[N+]([O-])c1ccccc1O,0.0,SR-HSE
TOX1065,Cc1ccccc1N=O,0.0,SR-HSE
TOX3792,Cc1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX21133,O=C(CCCCCCC(=O)Nc1ccccc1)NO,0.0,SR-HSE
TOX25580,C[C@H](N)[C@H](O)c1cccc(O)c1,0.0,SR-HSE
TOX5839,Clc1ccc(C(Cl)(Cl)Cl)c(Cl)c1,0.0,SR-HSE
TOX22448,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,0.0,SR-HSE
TOX22441,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0.0,SR-HSE
TOX25320,CCC(C)(CN(C)C)OC(=O)c1ccccc1,0.0,SR-HSE
TOX15616,O=[N+]([O-])c1ccccc1[O-],0.0,SR-HSE
TOX6212,Oc1cc(Cl)c(Cl)c(Cl)c1,1.0,SR-HSE
TOX22051,Cc1ccccc1NC(=N)NC(=N)N,0.0,SR-HSE
TOX4046,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX17697,Cc1ccc(NC=O)c(C)c1,0.0,SR-HSE
TOX27166,COc1ccc(CCC(C)=O)cc1,0.0,SR-HSE
TOX31513,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,0.0,SR-HSE
TOX31515,CC(=O)N(CC(=O)N(C)C)c1ccccc1,0.0,SR-HSE
TOX31518,O=C(CCCCl)c1ccc(F)cc1,0.0,SR-HSE
TOX31631,COC(=O)c1cc(Cl)ccc1NS(=O)(=O)C(F)(F)F,0.0,SR-HSE
TOX5794,O=[N+]([O-])c1cccc(C(F)(F)F)c1,0.0,SR-HSE
TOX5791,Cc1ccccc1[N+](=O)[O-],0.0,SR-HSE
TOX5793,O=[N+]([O-])c1ccccc1C(F)(F)F,0.0,SR-HSE
TOX9262,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0.0,SR-HSE
TOX9265,COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,0.0,SR-HSE
TOX25139,NC(Cc1ccc(Cl)cc1)C(=O)O,0.0,SR-HSE
TOX62,Nc1cc([N+](=O)[O-])ccc1O,0.0,SR-HSE
TOX63,Nc1ccc([N+](=O)[O-])cc1O,0.0,SR-HSE
TOX64,Nc1ccc(O)c([N+](=O)[O-])c1,0.0,SR-HSE
TOX28745,CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl,0.0,SR-HSE
TOX7142,FC(F)(F)c1ccc(Cl)c(Cl)c1,0.0,SR-HSE
TOX7143,O=C=Nc1cccc(C(F)(F)F)c1,0.0,SR-HSE
TOX1815,Nc1ccc(Cl)c(Cl)c1,0.0,SR-HSE
TOX1810,Nc1ccccc1Cl,0.0,SR-HSE
TOX4821,FC(F)(F)c1ccc(Cl)cc1,0.0,SR-HSE
TOX13863,C=Cc1ccc(C=C)cc1,0.0,SR-HSE
TOX15138,Nc1ccc([As](=O)(O)O)cc1,0.0,SR-HSE
TOX7551,COC(=O)c1cc(C(=O)OC)cc(S(=O)(=O)[O-])c1,0.0,SR-HSE
TOX21248,CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O,0.0,SR-HSE
TOX9017,CC(C)CCCCOC(=O)c1ccccc1C(=O)OCCCCC(C)C,0.0,SR-HSE
TOX8300,CC(C)(C)C(=O)CCc1ccc(Cl)cc1,0.0,SR-HSE
TOX6797,Cc1cc(C)cc(C)c1,0.0,SR-HSE
TOX1363,Cc1cccc(N)c1,0.0,SR-HSE
TOX24107,CC(C)Cc1ccc(CC(=O)O)cc1,0.0,SR-HSE
TOX27410,C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.0,SR-HSE
TOX26974,OCCSc1ccccc1,0.0,SR-HSE
TOX22263,CSc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.0,SR-HSE
TOX27087,COC(=O)c1ccccc1OC,0.0,SR-HSE
TOX27080,CCc1ccc(C=O)cc1,0.0,SR-HSE
TOX22269,CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,0.0,SR-HSE
TOX28971,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.0,SR-HSE
TOX7319,Cc1c(N)cccc1N,0.0,SR-HSE
TOX4568,O=S(=O)(O)c1ccccc1,0.0,SR-HSE
TOX25838,NCCc1cc(O)c(O)cc1O,0.0,SR-HSE
TOX25836,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0.0,SR-HSE
TOX5215,CCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC,0.0,SR-HSE
TOX5216,C=Cc1ccccc1C=C,0.0,SR-HSE
TOX5219,CCCCCCCCCC(CC)c1ccc(S(=O)(=O)[O-])cc1,0.0,SR-HSE
TOX3114,COc1ccccc1OCC(O)CO,0.0,SR-HSE
TOX5812,CCCCCc1cc(O)cc(O)c1,0.0,SR-HSE
TOX6548,CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.0,SR-HSE
TOX11131,CCCCCOC(=O)c1ccccc1C(=O)OCCCCC,0.0,SR-HSE
TOX11133,CCCOC(=O)c1ccccc1C(=O)OCCC,0.0,SR-HSE
TOX29267,CCOC(=O)c1ccc(I)cc1,0.0,SR-HSE
TOX29265,CN(C)c1ccc(CCO)cc1,0.0,SR-HSE
TOX22072,CNC(=O)Oc1ccccc1C(C)C,0.0,SR-HSE
TOX22077,CC(C)c1ccc(NC(=O)N(C)C)cc1,0.0,SR-HSE
TOX22074,Cc1ccc(C(C)C)cc1O,0.0,SR-HSE
TOX4414,CC(=O)Nc1ccc(C)cc1,0.0,SR-HSE
TOX27412,CCC(=O)C=Cc1ccc(OC)cc1,0.0,SR-HSE
TOX4799,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,0.0,SR-HSE
TOX4793,COc1cc(Cl)c(OC)cc1Cl,0.0,SR-HSE
TOX27419,CC(C)CC=C(C=O)c1ccccc1,0.0,SR-HSE
TOX31577,Sc1ccccc1Cl,0.0,SR-HSE
TOX31576,CCS(=O)(=O)c1ccc(OC)c(C(=O)OC)c1,0.0,SR-HSE
TOX31575,ClCc1cccc(Cl)c1,0.0,SR-HSE
TOX24825,CC(C)(C)c1cccc(O)c1,0.0,SR-HSE
TOX24822,CC(CCO)CCc1ccccc1,0.0,SR-HSE
TOX31611,Fc1cc(Br)ccc1CBr,0.0,SR-HSE
TOX31615,COc1ccc(/C(C)=C/C(=O)O)c(OC)c1,0.0,SR-HSE
TOX31618,CCOC(=O)C(O)c1ccccc1,0.0,SR-HSE
TOX31619,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,0.0,SR-HSE
TOX5770,Nc1ccc([N+](=O)[O-])c(N)c1,0.0,SR-HSE
TOX1458,O=[N+]([O-])c1ccc(NCCO)c(OCCO)c1,0.0,SR-HSE
TOX25157,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,0.0,SR-HSE
TOX1871,Oc1ccc(Cl)cc1,0.0,SR-HSE
TOX1365,Cc1ccc(N)cc1,0.0,SR-HSE
TOX15156,CCC(=O)OCCc1ccccc1,0.0,SR-HSE
TOX336,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0.0,SR-HSE
TOX21263,Cc1c(Cl)cccc1[N+](=O)[O-],0.0,SR-HSE
TOX963,Nc1cc([N+](=O)[O-])ccc1C(=O)O,0.0,SR-HSE
TOX612,CCC(C(=O)NC(N)=O)c1ccccc1,0.0,SR-HSE
TOX27312,N#Cc1ccc(N(CC(N)=O)CC(F)(F)F)cc1C(F)(F)F,0.0,SR-HSE
TOX26404,O=C(/C=C/c1ccccc1)NCCO,0.0,SR-HSE
TOX22242,CCc1ccccc1N,0.0,SR-HSE
TOX1201,CCCOC(=O)c1cc(O)c(O)c(O)c1,0.0,SR-HSE
TOX4589,FC(F)(F)c1ccccc1,0.0,SR-HSE
TOX650,O=C(O)c1cc(O)c(O)c(O)c1,0.0,SR-HSE
TOX652,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0.0,SR-HSE
TOX24495,CC(=O)CCc1ccc(O)cc1,0.0,SR-HSE
TOX27945,O=C(O)c1ccccc1O.OCCN(CCO)CCO,0.0,SR-HSE
TOX2510,Cc1cc(Cl)ccc1O,0.0,SR-HSE
TOX3170,CC(C)COC(=O)c1ccc(N)cc1,0.0,SR-HSE
TOX6527,Cc1cc(S(=O)(=O)O)c(N)cc1Cl,0.0,SR-HSE
TOX6526,Cc1ccc(N)c(S(=O)(=O)O)c1,0.0,SR-HSE
TOX6525,CC(C)(C)c1ccccc1O,0.0,SR-HSE
TOX6529,Cc1ccc(C(C)(C)C)c(O)c1,0.0,SR-HSE
TOX6528,Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0.0,SR-HSE
TOX25368,CCCCOc1ccc(CC(=O)NO)cc1,0.0,SR-HSE
TOX430,Clc1ccccc1Cl,0.0,SR-HSE
TOX431,Clc1ccc(Cl)cc1,0.0,SR-HSE
TOX439,Oc1ccc(Cl)cc1Cl,0.0,SR-HSE
TOX1995,CCN(CC)C(=O)c1cccc(C)c1,0.0,SR-HSE
TOX4346,Brc1ccc(Br)c(Br)c1,0.0,SR-HSE
TOX4000,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0.0,SR-HSE
TOX21452,CCCC(C)c1ccccc1O,0.0,SR-HSE
TOX27439,CC(C)CCOCc1ccccc1,0.0,SR-HSE
TOX2053,Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0.0,SR-HSE
TOX2050,Cc1ccccc1C#N,0.0,SR-HSE
TOX31558,Cc1c(N)cccc1C(F)(F)F,0.0,SR-HSE
TOX27120,CC(=O)c1c(C)cc(C(C)(C)C)cc1C,0.0,SR-HSE
TOX31556,N#Cc1cc(NC(=O)C(=O)O)c(Cl)c(NC(=O)C(=O)O)c1,0.0,SR-HSE
TOX8114,CCN(CC#N)c1cccc(C)c1,0.0,SR-HSE
TOX9194,CCc1ccc(C)cc1,0.0,SR-HSE
TOX5759,O=C(O)CNC(=O)c1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX1436,C=Cc1cccc(C)c1,0.0,SR-HSE
TOX1402,Cc1ccc(C)c(C)c1,0.0,SR-HSE
TOX21877,CC(=O)OC(C)(C)Cc1ccccc1,0.0,SR-HSE
TOX4163,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,0.0,SR-HSE
TOX2164,C=CCc1ccccc1O,0.0,SR-HSE
TOX2162,N#Cc1cc(Br)c(O)c(Br)c1,0.0,SR-HSE
TOX2161,N#Cc1cc(I)c(O)c(I)c1,0.0,SR-HSE
TOX24773,C=C(C)C(=O)OCCOc1ccccc1,1.0,SR-HSE
TOX24770,COc1ccc(COC(C)=O)cc1,0.0,SR-HSE
TOX24777,CC(C)(O)C(=O)c1ccc(OCCO)cc1,0.0,SR-HSE
TOX1851,CC(C)(O)CCc1ccccc1,0.0,SR-HSE
TOX1856,CCCCc1ccc(N)cc1,0.0,SR-HSE
TOX1857,CCCCCCCCCc1ccc(O)cc1,0.0,SR-HSE
TOX1854,CN(C)Cc1ccccc1,0.0,SR-HSE
TOX6157,Cc1c(N=C=O)cccc1N=C=O,0.0,SR-HSE
TOX352,O=NN([O-])c1ccccc1,0.0,SR-HSE
TOX17756,CC(CO)c1ccccc1,0.0,SR-HSE
TOX26421,O=S(=O)(O)c1ccc(O)cc1,0.0,SR-HSE
TOX26425,NC(=O)NS(=O)(=O)c1ccc(N)cc1,0.0,SR-HSE
TOX26424,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,0.0,SR-HSE
TOX24357,COc1ccc(CO)cc1,0.0,SR-HSE
TOX21199,CN(C)Cc1ccccc1O,0.0,SR-HSE
TOX28643,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0.0,SR-HSE
TOX6195,Clc1cc(Cl)cc(Cl)c1,0.0,SR-HSE
TOX6193,Clc1cccc(Cl)c1Cl,0.0,SR-HSE
TOX6190,O=C(CCl)c1ccc(Cl)cc1Cl,1.0,SR-HSE
TOX2100,CCCc1ccc(O)cc1,0.0,SR-HSE
TOX2288,CCCCCCOc1ccc(N)cc1,0.0,SR-HSE
TOX5257,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1.0,SR-HSE
TOX6089,Clc1cc(Cl)c(Cl)c(Cl)c1,0.0,SR-HSE
TOX6500,CC(C=O)Cc1ccc(C(C)(C)C)cc1,0.0,SR-HSE
TOX2641,NCC(CC(=O)O)c1ccc(Cl)cc1,0.0,SR-HSE
TOX3899,CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0.0,SR-HSE
TOX3157,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,0.0,SR-HSE
TOX3622,Nc1ccc(S(N)(=O)=O)cc1,0.0,SR-HSE
TOX3159,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,0.0,SR-HSE
TOX3158,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,0.0,SR-HSE
TOX4747,O=C([O-])CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,0.0,SR-HSE
TOX21431,CC(C)Oc1ccccc1O,0.0,SR-HSE
TOX27109,COC(OC)C(C)c1ccccc1,0.0,SR-HSE
TOX27105,COc1cc(C)ccc1O,0.0,SR-HSE
TOX5733,NC(=O)c1ccccc1[N+](=O)[O-],0.0,SR-HSE
TOX5732,NC(=O)c1cccc([N+](=O)[O-])c1,0.0,SR-HSE
TOX5737,O=C(O)c1cccc([N+](=O)[O-])c1,0.0,SR-HSE
TOX5738,O=C(O)c1ccccc1[N+](=O)[O-],0.0,SR-HSE
TOX4462,Nc1cccc(S(=O)(=O)O)c1,0.0,SR-HSE
TOX26850,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0.0,SR-HSE
TOX22167,O=C([O-])c1ccccc1C(=O)O,0.0,SR-HSE
TOX5082,CC(C)(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)(C)C,0.0,SR-HSE
TOX28814,CCc1cc(OC)c(C[C@H](C)N)cc1OC,0.0,SR-HSE
TOX28812,COc1ccc(OC)c(CC(C)N)c1,0.0,SR-HSE
